Node11	0,455	0,277	0,453	0,657	0,681	0,911	0,607	0,872	0,073	0,586	0	0,621	0,931	0,404	0,525	0,994	0,092	0,842	0,29	0,325	0,979	0,329	0,637	0,203	0,635	0,312	0,956	0,607	0,954	0,556	0,493	0,547	0,927	0,357	0,954	0,631	0,226	0,232	0,685	0,055	0,498	0,481	0,41	0,206	0,775	0,26	0,59	0,459	0,042	0,903
Node12	0,549	0,685	0,013	0,609	0,058	0,617	0,068	0,614	0,719	0,092	0,937	0	0,702	0,678	0,087	0,104	0,668	0,877	0,784	0,209	0,882	0,961	0,245	0,068	0,998	0,287	0,4	0,421	0,421	0,689	0,661	0,049	0,622	0,077	0,642	0,69	0,985	0,466	0,614	0,276	0,487	0,589	0,137	0,956	0,35	0,426	0,031	0,16	0,107	0,189
Node13	0,058	0,92	0,746	0,292	0,293	0,997	0,059	0,706	0,454	0,689	0,888	0,407	0	0,965	0,752	0,431	0,122	0,245	0,574	0,996	0,209	0,261	0,865	0,256	0,502	0,201	0,823	0,46	0,707	0,534	0,255	0,714	0,356	0,59	0,73	0,358	0,528	0,262	0,893	0,27	0,454	0,191	0,319	0,023	0,77	0,155	0,765	0,788	0,799	0,343
Node14	0,469	0,211	0,299	0,506	0,503	0,698	0,458	0,354	0,44	0,673	0,752	0,65	0,869	0	0,642	0,901	0,508	0,704	0,073	0,872	0,384	0,376	0,173	0,786	0,255	0,597	0,721	0,598	0,643	0,924	0,886	0,775	0,213	0,335	0,748	0,275	0,741	0,412	0,819	0,708	0,532	0,476	0,915	0,795	0,762	0,465	0,201	0,731	0,908	0,025
Node15	0,366	0,043	0,75	0,626	0,815	0,333	0,901	0,723	0,28	0,996	0,292	0,328	0,243	0,173	0	0,599	0,381	0,098	0,013	0,408	0,015	0,265	0,779	0,42	0,446	0,647	0,507	0,864	0,542	0,039	0,001	0,937	0,115	0,738	0,251	0,324	0,702	0,713	0,941	0,931	0,182	0,602	0,615	0,763	0,2	0,399	0,864	0,385	0,313	0,957
Node16	0,225	0,278	0,888	0,786	0,427	0,765	0,021	0,595	0,486	0,163	0,34	0,884	0,158	0,051	0,678	0	0,567	0,146	0,725	0,082	0,356	0,564	0,897	0,007	0,188	0,453	0,251	0,37	0,137	0,085	0,657	0,403	0,756	0,684	0,773	0,252	0,702	0,297	0,564	0	0,675	0,785	0,415	0,242	0,295	0,763	0,333	0,56	0,592	0,229
Node17	0,055	0,737	0,356	0,462	0,674	0,187	0,496	0,275	0,176	0,144	0,435	0,097	0,771	0,373	0,331	0,912	0	0,985	0,797	0,647	0,228	0,984	0,837	0,213	0,786	0,783	0,963	0,802	0,785	0,171	0,123	0,186	0,307	0,19	0,489	0,773	0,342	0,004	0,569	0,542	0,135	0,708	0,592	0,594	0,144	0,769	0,206	0,601	0,42	0,132
Node18	0,219	0,186	0,071	0,611	0,649	0,128	0,229	0,538	0,342	0,938	0,155	0,59	0,991	0,989	0,199	0,891	0,481	0	0,999	0,557	0,033	0,872	0,393	0,344	0,954	0,363	0,947	0,588	0,512	0,843	0,529	0,379	0,093	0,024	0,944	0,636	0,689	0,392	0,036	0,844	0,312	0,153	0,466	0,686	0,65	0,948	0,024	0,34	0,373	0,761
Node19	0,041	0,284	0,318	0,207	0,213	0,094	0,243	0,165	0,973	0,876	0,847	0,649	0,026	0,078	0,977	0,442	0,752	0,122	0	0,005	0,698	0,836	0,187	0,606	0,003	0,566	0,131	0,518	0,963	0,633	0,575	0,5	0,677	0,31	0,064	0,479	0,234	0,019	0,26	0,423	0,226	0,282	0,464	0,02	0,871	0,459	0,938	0,521	0,784	0,02
Node20	0,914	0,838	0,189	0,373	0,392	0,216	0,553	0,285	0,761	0,999	0,659	0,74	0,631	0,846	0,476	0,612	0,038	0,48	0,489	0	0,498	0,988	0,748	0,483	0,429	0,281	0,532	0,316	0,922	0,73	0,026	0,346	0,175	0,838	0,434	0,482	0,032	0,174	0,352	0,573	0,572	0,648	0,652	0,814	0,53	0,12	0,853	0,932	0,315	0,436
Node21	0,691	0,397	0,662	0,212	0,547	0,695	0,199	0,918	0,579	0,394	0,757	0,187	0,01	0,049	0,519	0,44	0,075	0,707	0,013	0,989	0	0,137	0,811	0,456	0,552	0,013	0,435	0,482	0,297	0,567	0,676	0,282	0,842	0,34	0,436	0,723	0,042	0,701	0,77	0,282	0,176	0,603	0,071	0,774	0,791	0,205	0,173	0,459	0,114	0,375
Node22	0,524	0,414	0,505	0,843	0,048	0,482	0,098	0,901	0,517	0,11	0,563	0,778	0,646	0,4	0,405	0,578	0,023	0,952	0,769	0,303	0,291	0	0,252	0,241	0,302	0,113	0,481	0,936	0,623	0,844	0,34	0,578	0,276	0,727	0,957	0,594	0,139	0,085	0,958	0,532	0,543	0,317	0,392	0,122	0,635	0,831	0,433	0,309	0,495	0,771
Node23	0,708	0,684	0,374	0,861	0,184	0,828	0,289	0,429	0,869	0,844	0,824	0,466	0,523	0,759	0,081	0,915	0,006	0,861	0,129	0,253	0,25	0,152	0	0,76	0,603	0,608	0,423	0,531	0,15	0,288	0,133	0,024	0,694	0,745	0,682	0,169	0,043	0,817	0,904	0,101	0,521	0,968	0,543	0,56	0,902	0,038	0,069	0,722	0,771	0,555
Node24	0,884	0,126	0,926	0,529	0,013	0,074	0,412	0,572	0,345	0,536	0,166	0,652	0,751	0,853	0,548	0,155	0,334	0,564	0,461	0,896	0,415	0,185	0,646	0	0,015	0,137	0,792	0,369	0,972	0,163	0,524	0,846	0,219	0,213	0,216	0,007	0,549	0,67	0,715	0,677	0,396	0,256	0,019	0,511	0,313	0,784	0,104	0,416	0,61	0,451
Node25	0,919	0,836	0,349	0,518	0,212	0,347	0,203	0,216	0,686	0,151	0,323	0,34	0,573	0,844	0,248	0,173	0,369	0,671	0,693	0,759	0,354	0,094	0,923	0,684	0	0,267	0,637	0,331	0,134	0,85	0,171	0,193	0,38	0,941	0,669	0,672	0,341	0,689	0,428	0,956	0,648	0,992	0,75	0,796	0,849	0,708	0,007	0,965	0,017	0,751
Node26	0,607	0,383	0,215	0,265	0,657	0,904	0,806	0,752	0,739	0,92	0,375	0,674	0,422	0,686	0,23	0,065	0,637	0,948	0,409	0,027	0,523	0,13	0,965	0,056	0,421	0	0,424	0,62	0,027	0,685	0,664	0,762	0,43	0,559	0,197	0,128	0,833	0,512	0,754	0,175	0,707	0,636	0,228	0,506	0,097	0,235	0,848	0,581	0,365	0,675
Node27	0,664	0,948	0,564	0,434	0,037	0,086	0,712	0,155	0,462	0,24	0,154	0,969	0,189	0,771	0,865	0,661	0,101	0,467	0,185	0,121	0,739	0,709	0,5	0,984	0,957	0,185	0	0,801	0,241	0,409	0,805	0,494	0,245	0,415	0,556	0,82	0,671	0,161	0,908	0,824	0,091	0,353	0,456	0,045	0,741	0,653	0,451	0,719	0,238	0,985
Node28	0,036	0,756	0,639	0,703	0,447	0,661	0,08	0,836	0,863	0,182	0,557	0,279	0,17	0,243	0,083	0,405	0,369	0,378	0,717	0,057	0,154	0,041	0,977	0,946	0,349	0,48	0,195	0	0,158	0,536	0,985	0,916	0,16	0,773	0,064	0,634	0,583	0,558	0,556	0,32	0,752	0,993	0,799	0,953	0,483	0,473	0,658	0,706	0,366	0,194
Node29	0,999	0,277	0,951	0,474	0,938	0,639	0,045	0,699	0,002	0,594	0,828	0,999	0,671	0,03	0,74	0,316	0,096	0,09	0,614	0,172	0,661	0,352	0,065	0,503	0,729	0,448	0,504	0,94	0	0,976	0,253	0,876	0,736	0,087	0,634	0,16	0,645	0,309	0,972	0,565	0,845	0,333	0,263	0,839	0,653	0,133	0,534	0,359	0,935	0,376
Node30	0,24	0,186	0,713	0,678	0,581	0,54	0,932	0,669	0,556	0,331	0,131	0,042	0,559	0,976	0,5	0,767	0,421	0,334	0,927	0,527	0,127	0,574	0,067	0,299	0,763	0,579	0,405	0,04	0,661	0	0,036	0,914	0,073	0,477	0,804	0,009	0,551	0,618	0,275	0,509	0,535	0,064	0,417	0,442	0,079	0,113	0,728	0,539	0,905	0,262
Node31	0,052	0,161	0,983	0,285	0,634	0,868	0,648	0,265	0,65	0,198	0,53	0,09	0,561	0,522	0,907	0,681	0,291	0,786	0,428	0,614	0,398	0,013	0,64	0,438	0,369	0,124	0,818	0,196	0,024	0,237	0	0,292	0,045	0,61	0,737	0,378	0,673	0,909	0,545	0,795	0,26	0,064	0,269	0,847	0,688	0,399	0,344	0,101	0,197	0,625
Node32	0,762	0,129	0,668	0,196	0,223	0,02	0,942	0,425	0,413	0,429	0,4	0,046	0,167	0,762	0,531	0,966	0,433	0,546	0,029	0,279	0,986	0,375	0,712	0,868	0,76	0,376	0,759	0,151	0,906	0,111	0,463	0	0,508	0,327	0,191	0,187	0,715	0,338	0,633	0,252	0,53	0,78	0,775	0,332	0,328	0,909	0,833	0,897	0,471	0,192
Node33	0,772	0,435	0,961	0,558	0,729	0,541	0,389	0,417	0,28	0,872	0,561	0,968	0,382	0,072	0,452	0,667	0,885	0,615	0,584	0,152	0,83	0,255	0,243	0,119	0,383	0,948	0,045	0,504	0,022	0,385	0,229	0,723	0	0,848	0,798	0,955	0,169	0,41	0,048	0,827	0,915	0,891	0,483	0,2	0,512	0,67	0,815	0,275	0,125	0,767
Node34	0,342	0,93	0,09	0,239	0,154	0,014	0,322	0,575	0,593	0,512	0,145	0,296	0,638	0,118	0,56	0,727	0,006	0,507	0,272	0,31	0,603	0,52	0,548	0,595	0,868	0,382	0,274	0,806	0,458	0,583	0,475	0,462	0,133	0	0,36	0,592	0,356	0,829	0,242	0,237	0,171	0,558	0,112	0,012	0,412	0,478	0,311	0,084	0,635	0,591
Node35	0,022	0,285	0,994	0,169	0,481	0,702	0,983	0,322	0,996	0,337	0,985	0,527	0,706	0,459	0,522	0,347	0,101	0,958	0,886	0,144	0,379	0,559	0,226	0,375	0,067	0,159	0,04	0,717	0,387	0,354	0,531	0,08	0,816	0,795	0	0,749	0,634	0,382	0,865	0,89	0,001	0,739	0,087	0,296	0,334	0,62	0,9	0,001	0,931	0,902
Node36	0,004	0,079	0,161	0,324	0,028	0,991	0,941	0,408	0,904	0,743	0,623	0,516	0,115	0,153	0,77	0,946	0,765	0,041	0,311	0,565	0,01	0,681	0,58	0,8	0,033	0,346	0,229	0,977	0,764	0,107	0,047	0,047	0,87	0,549	0,483	0	0,602	0,777	0,316	0,167	0,157	0,165	0,037	0,71	0,611	0,199	0,195	0,256	0,683	0,702
Node37	0,109	0,593	0,983	0,802	0,791	0,511	0,589	0,622	0,566	0,735	0,224	0,385	0,031	0,332	0,117	0,638	0,026	0,472	0,923	0,477	0,564	0,208	0,534	0,513	0,978	0,833	0,027	0,85	0,818	0,526	0,539	0,399	0,811	0,5	0,747	0,612	0	0,202	0,007	0,542	0,563	0,81	0,143	0,274	0,301	0,924	0,756	0,911	0,788	0,773
Node38	0,736	0,791	0,631	0,865	0,392	0,806	0,961	0,366	0,223	0,598	0,097	0,445	0,109	0,818	0,262	0,484	0,064	0,462	0,246	0,979	0,223	0,235	0,476	0,99	0,483	0,555	0,519	0,762	0,778	0,308	0,243	0,196	0,548	0,68	0,058	0,146	0,433	0	0,687	0,883	0,785	0,294	0,309	0,792	0,392	0,723	0,527	0,86	0,822	0,988
Node39	0,722	0,478	0,009	0,863	0,356	0,586	0,949	0,005	0,465	0,415	0,012	0,514	0,885	0,079	0,112	0,645	0,647	0,069	0,792	0,687	0,638	0,129	0,048	0,601	0,956	0,158	0,458	0,848	0,661	0,913	0,23	0,427	0,083	0,151	0,406	0,129	0,159	0,159	0	0,598	0,34	0,315	0,172	0,503	0,817	0,452	0,29	0,158	0,923	0,538
Node40	0,93	0,019	0,255	0,278	0,783	0,901	0,739	0,473	0,444	0,853	0,971	0,517	0,303	0,298	0,457	0,941	0,489	0,283	0,281	0,559	0,667	0,559	0,656	0,403	0,119	0,396	0,413	0,77	0,866	0,396	0,391	0,821	0,979	0,402	0,36	0,144	0,945	0,182	0,846	0	0,881	0,932	0,694	0,036	0,678	0,683	0,264	0,914	0,807	0,977
Node41	0,608	0,865	0,009	0,85	0,238	0,52	0,898	0,232	0,489	0,627	0,4	0,185	0,423	0,246	0,142	0,11	0,429	0,197	0,391	0,496	0,901	0,9	0,214	0,698	0,654	0,316	0,379	0,195	0,54	0,182	0,736	0,645	0,68	0,692	0,243	0,087	0,651	0,103	0,665	0,684	0	0,365	0,32	0,454	0,144	0,59	0,606	0,518	0,388	0,732
Node42	0,777	0,713	0,996	0,841	0,08	0,244	0,972	0,894	0,125	0,183	0,036	0,064	0,635	0,354	0,213	0,917	0,804	0,055	0,469	0,19	0,6	0,749	0,562	0,023	0,28	0,05	0,796	0,15	0,87	0,535	0,397	0,078	0,118	0,341	0,285	0,181	0,733	0,948	0,329	0,424	0,599	0	0,998	0,065	0,654	0,739	0,234	0,013	0,8	0,456
Node43	0,255	0,04	0,445	0,926	0,516	0,314	0,885	0,329	0,097	0,12	0,786	0,801	0,121	0,667	0,644	0,885	0,662	0,094	0,68	0,971	0,74	0,799	0,706	0,961	0,959	0,014	0,535	0,492	0,584	0,394	0,616	0,042	0,713	0,167	0,512	0,693	0,945	0,131	0,559	0,428	0,355	0,873	0	0,099	0,287	0,821	0,972	0,562	0,474	0,644
Node44	0,837	0,551	0,434	0,694	0,742	0,345	0,889	0,277	0,088	0,956	0,02	0,74	0,683	0,314	0,505	0,545	0,343	0,957	0,334	0,927	0,275	0,771	0,055	0,58	0,821	0,307	0,407	0,867	0,046	0,514	0,079	0,42	0,63	0,219	0,948	0,914	0,975	0,91	0,869	0,478	0,75	0,68	0,945	0	0,102	0,74	0,044	0,506	0,049	0,824
Node45	0,167	0,535	0,7	0,954	0,314	0,777	0,099	0,467	0,251	0,245	0,439	0,934	0,097	0,123	0,989	0,416	0,206	0,017	0,328	0,441	0,652	0,529	0,711	0,732	0,438	0,06	0,868	0,072	0,57	0,8	0,858	0,98	0,707	0,436	0,892	0,067	0,3	0,546	0,569	0,91	0,321	0,394	0,038	0,106	0	0,486	0,092	0,967	0,419	0,641
Node46	0,023	0,526	0,5	0,486	0,827	0,785	0,598	0,606	0,121	0,995	0,582	0,691	0,464	0,004	0,094	0,986	0,889	0,328	0,381	0,24	0,148	0,158	0,431	0,226	0,75	0,197	0,041	0,687	0,459	0,228	0,335	0,531	0,888	0,033	0,79	0,179	0,931	0,899	0,503	0,797	0,76	0,713	0,423	0,886	0,446	0	0,293	0,543	0,394	0,253
Node47	0,974	0,8	0,701	0,613	0,149	0,032	0,427	0,503	0,371	0,584	0,046	0,189	0,014	0,818	0,13	0,935	0,617	0,223	0,46	0,104	0,665	0,154	0,66	0,79	0,797	0,845	0,634	0,416	0,052	0,287	0,412	0,786	0,779	0,293	0,221	0,701	0,567	0,866	0,464	0,102	0,635	0,415	0,666	0,78	0,43	0,486	0	0,779	0,117	0,159
Node48	0,644	0,081	0,806	0,658	0,346	0,024	0,106	0,192	0,447	0,434	0,791	0,003	0,63	0,43	0,312	0,864	0,669	0,392	0,243	0,062	0,517	0,522	0,872	0,686	0,883	0,012	0,202	0,94	0,375	0,221	0,82	0,968	0,238	0,498	0,601	0,515	0,813	0,565	0,784	0,115	0,881	0,138	0,062	0,519	0,341	0,662	0,963	0	0,025	0,362
Node49	0,54	0,656	0,036	0,565	0,96	0,302	0,971	0,908	0,004	0,149	0,254	0,91	0,379	0,226	0,114	0,009	0,639	0,224	0,955	0,483	0,236	0,518	0,708	0,39	0,885	0,519	0,938	0,128	0,495	0,053	0,728	0,521	0,686	0,867	0,766	0,22	0,402	0,592	0,586	0,375	0,199	0,184	0,252	0,734	0,051	0,248	0,693	0,337	0	0,984
Node50	0,604	0,858	0,816	0,756	0,811	0,768	0,92	0,477	0,173	0,362	0,873	0,935	0,432	0,638	0,532	0,585	0,886	0,077	0,273	0,793	0,378	0,396	0,401	0,939	0,226	0,477	0,923	0,04	0,35	0,725	0,548	0,014	0,655	0,417	0,623	0,729	0,057	0,178	0,43	0,494	0,485	0,692	0,114	0,247	0,163	0,679	0,841	0,227	0,634	0

